Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
134510,2,3,2.955,17.14,1,2,4,True,17.39,3,0,3,3.259,83.4,1
134511,4,4,2.568,40.0,2,2,2,True,6.18,10,2,10,2.104,63.97,0
134512,1,2,3.341,6.69,2,1,2,False,1.0,6,0,5,3.432,59.68,0
134513,1,4,2.225,8.07,3,1,3,True,18.56,3,0,5,2.619,77.22,2
134514,2,4,3.632,2.72,4,2,4,True,11.34,2,0,5,3.834,75.75,2
134515,0,0,3.284,12.11,0,2,1,True,18.9,2,0,2,3.44,83.64,2
134516,3,4,3.911,14.77,4,1,1,True,14.3,4,0,5,4.0,84.36,2
134517,1,2,3.63,0.0,3,2,2,False,12.09,1,1,6,3.754,63.11,2
134518,2,3,2.936,1.58,1,2,3,False,7.65,3,1,2,3.178,84.33,1
134519,0,4,3.504,22.05,1,2,3,True,16.37,6,0,6,3.79,74.16,0
134520,4,0,3.556,8.0,1,1,2,True,1.25,3,0,6,3.599,70.0,2
134521,4,3,2.693,3.31,0,1,2,False,3.09,1,0,2,2.795,77.04,1
134522,0,4,3.541,2.21,0,0,3,False,3.93,5,0,5,3.537,70.64,2
134523,1,1,3.315,3.71,0,0,4,False,24.46,3,2,4,3.769,100.0,1
134524,2,1,2.699,2.87,0,2,3,True,14.92,2,1,2,3.108,71.96,1
134525,3,1,3.723,7.91,2,0,3,False,13.51,1,0,1,3.949,95.52,2
134526,2,4,3.949,8.04,0,1,2,False,5.56,6,1,3,4.0,50.06,1
134527,1,4,2.69,6.44,2,1,2,False,2.07,4,0,4,2.756,70.58,2
134528,1,3,3.697,18.78,4,0,4,True,9.97,5,1,3,3.847,99.36,2
134529,4,2,3.013,18.97,1,2,3,True,10.42,4,0,4,3.162,59.36,0
134530,4,4,2.588,12.91,1,0,5,False,15.07,4,2,1,3.028,100.0,2
134531,3,4,3.291,10.49,4,0,3,True,9.16,5,1,1,3.617,97.27,1
134532,4,2,3.123,5.17,1,1,2,False,2.79,2,0,5,2.957,70.7,1
134533,4,1,2.776,4.04,4,1,2,True,8.64,4,1,4,2.785,92.01,1
134534,2,2,3.808,1.14,3,0,5,False,12.97,2,2,3,3.961,93.33,1
134535,4,2,2.779,2.53,0,2,2,False,20.84,2,0,6,3.123,86.18,2
134536,3,3,3.352,18.72,4,2,2,True,8.11,7,2,7,3.377,86.33,2
134537,4,3,3.401,19.39,0,2,5,True,17.21,4,0,3,3.687,72.11,0
134538,1,1,3.299,7.51,3,2,3,True,13.33,2,0,2,3.793,86.22,2
134539,2,0,3.416,3.21,1,0,4,False,17.35,3,1,1,3.495,98.67,2
134540,0,1,3.25,14.96,0,2,4,True,15.11,3,1,3,3.729,100.0,2
134541,1,4,3.553,7.68,1,1,1,False,14.56,2,1,3,3.879,88.2,1
134542,2,4,3.708,28.7,0,2,3,False,9.58,8,1,5,3.729,41.89,0
134543,3,2,3.452,36.74,4,0,3,False,15.61,7,2,6,3.695,67.56,0
134544,4,4,3.356,19.64,1,2,4,True,14.82,7,1,5,3.75,53.44,2
134545,1,4,3.566,23.08,1,1,2,False,12.58,4,1,6,3.765,84.44,0
134546,3,1,3.519,9.14,4,0,3,True,11.71,3,1,4,3.498,96.73,0
134547,1,0,2.615,2.42,4,1,3,False,15.65,2,1,5,2.63,70.5,1
134548,1,1,3.475,4.82,0,0,3,False,16.83,4,0,1,3.935,96.18,2
134549,4,2,2.28,1.01,1,1,1,True,20.24,3,0,4,2.585,68.32,2
134550,4,1,3.146,10.3,2,2,5,True,6.27,2,1,4,3.26,96.21,2
134551,4,1,2.795,13.95,4,1,3,False,3.92,3,1,4,2.95,80.24,0
134552,3,3,3.369,3.33,1,1,3,True,14.56,1,1,5,3.713,56.73,1
134553,3,2,3.33,31.86,4,2,1,True,10.3,7,1,7,3.598,50.55,0
134554,2,1,2.975,4.72,3,0,4,False,16.47,4,0,4,3.352,73.01,1
134555,4,2,2.117,9.62,0,0,3,True,11.86,5,1,2,2.316,74.62,1
134556,4,0,2.827,0.86,1,1,1,False,20.13,2,1,4,3.039,65.0,2
134557,2,1,3.727,2.06,0,2,1,True,5.41,4,0,4,3.893,82.23,1
134558,2,4,2.287,9.25,0,2,3,False,18.2,1,2,5,2.687,93.81,0
134559,1,0,2.525,0.06,2,0,3,True,13.37,2,1,3,2.756,79.49,2
134560,0,3,3.944,0.97,0,0,3,False,23.07,2,1,3,4.0,85.64,1
134561,1,2,3.386,12.15,0,2,4,False,6.76,6,1,4,3.473,77.91,0
134562,1,4,3.588,4.33,3,1,3,True,9.16,5,2,5,3.524,58.35,1
134563,0,2,3.81,21.5,0,1,2,False,9.37,3,2,7,3.935,69.79,2
134564,1,0,2.547,1.99,3,1,2,False,9.68,5,1,4,2.352,71.44,2
134565,2,3,2.375,9.89,0,1,1,False,10.01,4,1,6,2.662,81.04,0
134566,2,2,2.768,31.06,1,1,2,True,2.8,5,1,5,3.125,66.35,0
134567,4,2,3.213,6.68,4,0,4,False,12.75,3,0,6,3.383,59.99,0
134568,1,1,2.487,9.5,1,2,5,False,9.07,4,1,5,3.196,63.24,0
134569,3,3,2.628,12.69,4,2,4,False,1.0,2,1,4,2.713,73.91,1
134570,1,2,3.919,17.85,4,2,3,True,13.02,5,0,6,4.0,81.92,2
134571,3,2,3.687,6.2,4,2,3,False,9.95,3,1,1,3.904,90.32,2
134572,4,3,3.651,15.05,0,2,2,True,3.76,6,1,3,4.0,78.57,2
134573,0,4,3.015,17.34,1,1,2,True,10.47,3,2,6,2.899,63.86,2
134574,0,3,2.363,15.62,1,1,3,True,4.13,4,2,7,2.504,55.68,0
134575,1,2,3.383,1.79,2,1,1,True,8.78,1,0,1,3.618,62.89,2
134576,3,2,3.531,25.52,4,1,3,True,12.21,7,1,5,3.791,66.28,0
134577,1,1,2.438,1.14,4,2,1,False,8.44,1,2,5,2.55,88.51,2
134578,4,0,3.479,1.57,1,2,3,True,13.49,3,2,7,3.888,57.14,1
134579,4,4,3.571,1.25,1,0,4,True,7.28,4,1,3,3.848,81.91,2
134580,1,1,2.935,15.47,2,1,1,True,11.77,2,1,4,3.089,77.28,2
134581,3,1,3.538,3.13,4,0,5,False,1.0,2,0,2,3.491,92.44,0
134582,4,3,3.355,23.48,1,0,3,True,1.23,6,2,6,3.627,87.15,0
134583,1,2,2.503,11.66,3,2,2,False,10.86,4,2,8,2.917,81.64,1
134584,0,3,2.441,2.64,0,2,3,False,18.22,2,2,2,2.921,69.69,1
134585,4,4,3.767,8.39,3,1,3,True,12.44,6,1,6,4.0,54.01,2
134586,4,2,2.728,1.52,0,0,3,False,4.68,3,1,2,2.725,81.26,2
134587,2,2,3.63,3.15,4,0,3,False,3.28,3,0,4,3.848,88.08,1
134588,4,0,3.418,29.53,4,2,3,True,8.24,7,0,4,3.153,56.51,0
134589,4,1,3.186,6.65,2,1,2,False,12.02,1,1,4,3.811,59.62,0
134590,4,2,2.335,3.82,2,1,2,False,6.06,4,2,4,2.607,72.97,0
134591,4,1,3.697,4.13,1,2,1,True,13.81,1,0,4,4.0,91.69,1
134592,1,4,3.039,3.02,3,2,5,False,14.34,2,0,2,3.027,76.25,1
134593,1,4,2.583,7.85,3,0,3,True,9.36,5,2,4,2.642,100.0,2
134594,1,4,1.62,2.54,3,2,3,True,17.81,3,1,3,1.816,72.4,2
134595,1,3,2.788,6.56,0,1,2,False,17.23,1,1,4,3.116,71.99,2
134596,3,2,3.012,1.42,4,0,4,False,9.79,4,1,6,3.332,62.8,2
134597,3,1,2.172,2.27,3,2,2,False,13.95,4,0,3,2.551,67.4,0
134598,3,2,3.398,9.6,4,1,3,False,14.29,6,1,6,3.424,60.85,1
134599,2,3,3.732,32.79,1,2,1,False,10.93,8,0,7,4.0,97.43,0
134600,3,3,3.79,0.88,1,0,4,True,14.62,3,0,3,4.0,100.0,1
134601,0,4,3.21,18.9,3,0,5,True,1.09,3,1,1,3.594,99.66,2
134602,2,1,3.659,4.16,0,1,2,False,18.03,2,1,5,4.0,79.95,1
134603,4,4,2.781,27.74,0,1,2,True,9.72,6,0,5,2.854,66.79,0
134604,1,2,2.974,0.96,0,2,1,False,9.94,1,0,5,3.144,95.06,1
134605,4,2,3.75,2.93,1,2,3,False,4.16,3,1,1,3.849,75.3,2
134606,4,2,2.902,1.4,2,2,2,True,10.1,4,2,4,3.375,72.4,2
134607,1,0,2.562,3.24,0,2,2,False,1.52,1,2,4,2.554,60.83,1
134608,1,2,3.371,9.76,2,1,1,False,3.28,2,1,4,3.173,97.47,2
134609,3,4,3.032,8.46,4,1,2,False,15.43,3,0,4,3.363,71.42,1
134610,1,4,3.345,4.92,1,1,3,True,6.8,3,0,1,3.473,68.83,1
134611,1,2,3.347,19.18,3,2,4,False,9.53,8,1,4,3.642,56.66,0
134612,2,3,3.265,3.15,2,2,4,True,16.01,1,1,4,3.335,82.93,1
134613,1,3,3.18,2.31,0,2,2,False,16.54,1,2,1,3.608,96.78,1
134614,2,2,2.688,3.27,0,0,4,False,13.22,2,0,1,2.869,90.46,1
134615,0,0,3.258,2.51,2,0,3,False,11.3,4,2,6,3.671,77.21,2
134616,2,3,2.636,0.71,4,1,3,False,16.41,1,1,5,2.873,95.98,0
134617,2,3,3.044,6.25,0,1,3,False,13.65,2,1,5,3.048,67.66,2
134618,2,3,3.099,10.56,1,2,2,True,12.93,2,1,5,3.591,83.74,0
134619,0,4,3.419,3.61,0,1,3,False,4.65,2,0,2,3.629,87.18,0
134620,3,1,3.41,18.2,3,2,2,True,13.89,7,0,4,3.666,90.69,0
134621,2,4,3.184,7.99,0,1,1,False,12.82,5,0,5,3.636,74.34,0
134622,2,4,2.938,2.76,0,0,3,True,8.68,1,1,5,3.301,80.48,2
134623,1,2,3.079,13.63,4,1,2,False,17.72,4,1,8,3.522,78.09,2
134624,3,1,2.654,3.95,1,0,5,False,7.35,2,1,5,3.183,68.87,2
134625,2,0,3.517,15.36,2,1,3,True,16.35,6,1,2,3.485,58.78,1
134626,4,3,3.527,2.72,2,2,3,False,10.65,3,1,3,3.907,100.0,2
134627,2,0,3.211,5.2,0,1,3,False,6.84,3,1,2,3.464,57.19,2
134628,1,4,3.076,5.9,3,1,2,False,12.14,4,1,5,3.321,91.65,2
134629,2,4,3.477,2.21,3,0,3,False,3.72,1,0,9,3.449,70.55,1
134630,4,3,3.478,4.75,1,0,5,True,12.08,2,1,5,3.842,65.85,1
134631,4,0,3.686,8.72,2,2,3,True,2.12,6,1,4,3.642,75.96,0
134632,1,0,3.342,4.0,1,0,3,False,15.97,2,0,6,3.874,82.23,2
134633,3,0,3.029,16.18,4,0,4,True,16.12,5,1,5,3.165,84.03,0
134634,3,3,3.613,10.69,2,1,2,True,11.47,5,1,7,3.817,93.67,0
134635,1,0,2.48,0.17,3,2,2,True,4.73,1,1,2,2.84,52.82,2
134636,0,4,3.229,6.8,0,1,1,False,22.46,3,2,4,3.562,83.02,0
134637,4,0,3.196,31.61,1,0,4,True,22.32,10,0,9,3.663,100.0,0
134638,1,4,2.268,0.71,4,1,2,True,11.97,2,2,5,2.274,74.82,2
134639,4,3,3.661,2.19,1,2,3,True,5.85,2,2,6,3.932,81.09,2
134640,1,4,3.165,26.3,3,2,3,False,6.02,7,0,7,3.367,71.16,0
134641,3,2,2.805,2.6,0,1,2,True,11.17,3,1,5,3.056,43.71,2
134642,0,4,3.584,1.3,4,0,5,False,18.36,1,1,1,3.743,72.05,1
134643,1,3,3.448,6.89,2,2,4,False,13.86,4,1,6,3.957,92.51,2
134644,0,3,3.421,1.95,0,1,3,False,16.33,2,0,2,3.6,66.24,1
134645,3,4,1.616,7.62,3,2,2,False,8.18,4,1,6,1.937,80.95,0
134646,4,0,2.579,18.65,4,2,3,True,11.3,6,2,7,2.678,69.3,0
134647,0,0,1.846,1.55,0,0,3,False,2.47,3,0,1,1.68,72.92,2
134648,4,2,2.647,11.41,1,2,2,False,13.7,5,1,8,2.814,82.6,2
134649,3,4,3.175,10.83,3,1,2,True,10.31,4,0,5,3.442,65.68,2
134650,4,4,3.572,0.68,0,0,4,True,11.84,1,1,1,3.49,74.67,1
134651,4,2,3.908,3.45,1,2,2,False,9.67,3,0,4,4.0,70.02,1
134652,1,0,3.672,1.79,0,1,1,False,2.62,3,1,4,3.82,74.79,1
134653,4,2,2.217,4.27,0,0,3,False,18.14,2,1,8,2.36,86.21,2
134654,4,0,3.293,6.9,1,0,3,False,4.6,5,0,7,3.531,94.21,1
134655,1,1,2.232,6.21,3,1,3,True,12.34,1,1,4,2.455,85.12,2
134656,0,0,3.9,10.04,3,2,4,False,14.04,5,0,3,4.0,73.27,1
134657,4,0,3.491,13.29,1,0,3,False,11.49,4,1,6,3.693,82.83,2
134658,0,2,3.83,20.9,1,0,3,True,4.39,6,0,4,4.0,100.0,0
134659,0,0,2.062,5.06,2,1,1,False,19.65,2,1,3,2.182,61.05,1
134660,1,3,2.584,13.96,1,2,2,True,6.28,3,1,5,2.988,68.52,2
134661,1,3,3.127,11.22,3,1,1,False,15.86,3,1,5,3.832,83.62,0
134662,4,2,2.336,6.67,1,1,1,False,6.45,5,1,6,2.502,74.18,2
134663,2,3,3.329,5.6,0,1,2,True,13.91,3,2,3,3.525,55.12,1
134664,4,3,3.786,3.06,0,1,2,False,23.38,2,1,3,4.0,69.93,1
134665,4,0,3.222,22.15,0,0,3,True,1.0,4,1,2,3.411,90.65,0
134666,2,1,2.927,1.06,1,0,5,True,7.58,3,1,6,3.244,76.16,1
134667,2,1,2.791,9.09,0,2,4,False,2.63,2,1,1,2.905,66.36,1
134668,1,4,3.477,0.3,3,1,2,False,12.99,1,1,5,3.988,92.43,2
134669,1,3,3.784,0.96,3,1,2,False,14.86,3,0,5,4.0,72.28,1
134670,3,1,2.97,6.6,4,2,3,False,16.35,4,1,7,3.533,83.26,0
134671,4,3,3.19,24.02,3,2,3,True,5.82,7,2,10,3.502,53.1,0
134672,4,0,3.759,0.2,1,2,1,True,10.87,1,1,2,3.688,66.94,1
134673,1,0,3.496,1.06,1,1,1,True,5.17,2,2,1,3.188,88.97,2
134674,4,1,3.153,3.56,4,2,2,True,12.01,3,0,1,3.278,84.91,1
134675,0,2,3.462,2.45,1,1,3,False,17.96,1,1,3,3.722,69.06,2
134676,1,3,2.327,18.4,3,2,3,True,6.73,4,2,3,2.514,59.78,0
134677,2,1,3.135,4.35,0,1,3,False,12.95,1,0,4,3.401,69.64,1
134678,2,0,2.871,4.66,1,2,2,False,16.73,4,0,4,3.127,49.85,1
134679,2,2,3.09,0.47,4,2,1,False,5.96,3,1,1,3.467,62.72,1
134680,2,2,2.73,0.23,2,2,4,False,15.94,4,2,1,3.09,69.56,2
134681,4,0,3.492,1.13,1,2,3,True,20.24,2,1,3,3.616,59.76,1
134682,4,2,2.827,10.68,1,0,5,True,12.24,1,0,6,3.679,71.82,2
134683,1,1,3.247,7.81,2,1,3,False,6.64,4,2,6,3.461,68.5,1
134684,4,0,3.552,11.77,1,1,3,True,8.39,5,1,4,3.448,53.28,2
134685,0,3,2.498,4.74,4,2,2,False,11.64,3,1,4,2.716,68.7,1
134686,4,1,3.544,7.6,4,1,2,False,4.24,1,1,5,3.615,78.7,2
134687,4,1,3.384,4.0,1,2,3,False,6.26,4,1,2,3.782,65.97,1
134688,4,2,2.75,25.23,1,1,3,False,5.04,6,2,4,2.925,40.34,0
134689,2,1,3.131,14.79,4,1,2,True,10.22,6,0,1,3.261,69.41,2
134690,4,3,3.339,12.28,4,1,2,True,6.12,5,1,4,3.745,81.75,1
134691,4,3,3.174,16.05,4,2,2,True,1.58,3,1,4,3.182,82.66,0
134692,2,4,3.724,1.63,4,2,3,True,10.72,1,1,4,3.813,83.47,1
134693,2,2,3.443,9.91,3,2,1,False,11.09,4,0,8,4.0,83.93,2
134694,0,4,2.623,5.27,3,2,5,False,4.61,4,1,1,2.846,70.27,2
134695,0,0,3.469,17.34,3,0,4,True,8.64,3,0,2,3.522,89.92,0
134696,4,2,3.352,8.07,1,2,4,False,9.84,1,1,4,3.341,85.46,1
134697,4,4,3.092,23.28,3,2,4,True,2.95,7,2,8,3.105,64.62,2
134698,1,2,2.993,4.98,1,2,4,True,10.26,2,2,1,3.404,83.92,1
134699,0,1,2.987,3.49,0,2,3,True,4.38,2,1,1,3.206,75.44,2
134700,3,0,3.574,2.74,0,2,2,True,15.67,2,2,1,3.878,80.23,1
134701,4,1,2.884,3.84,2,2,2,False,5.95,3,1,2,3.35,100.0,2
134702,2,0,2.789,2.68,0,2,3,False,4.57,3,2,5,3.128,66.35,0
134703,1,3,2.627,0.87,4,2,4,False,11.93,3,2,1,2.684,79.42,1
134704,0,4,3.553,0.95,0,0,3,False,1.0,3,1,1,3.381,74.58,2
134705,4,0,3.115,23.45,2,1,2,False,4.57,5,1,9,2.812,60.29,0
134706,1,3,2.975,8.78,0,1,1,True,4.24,2,2,2,3.025,45.06,0
134707,4,3,3.221,4.45,3,2,4,True,12.41,2,0,6,3.152,77.61,2
134708,4,3,3.527,3.02,1,2,3,False,8.35,2,2,5,3.749,92.95,2
134709,2,1,2.539,2.41,1,1,2,False,7.38,4,1,4,3.048,60.36,2
134710,4,0,3.249,14.57,1,2,4,True,7.38,4,1,8,3.289,79.94,1
134711,1,2,2.777,2.04,3,2,2,True,8.9,4,1,8,2.912,76.81,1
134712,1,2,2.82,0.05,2,2,4,False,8.58,1,1,2,3.141,65.02,1
134713,0,4,3.748,13.15,1,0,4,True,12.25,6,2,9,3.993,99.1,1
134714,2,3,2.646,8.67,4,2,2,False,16.14,3,0,5,3.068,82.07,0
134715,4,1,3.229,23.39,1,0,5,True,4.77,7,1,6,3.787,78.05,0
134716,4,3,3.013,6.23,1,2,5,True,13.46,4,1,2,3.386,75.42,2
134717,2,2,3.847,6.94,0,2,1,False,18.54,3,1,2,4.0,56.05,1
134718,1,3,2.938,36.02,2,0,4,True,5.75,10,1,4,2.502,43.88,0
134719,2,0,2.493,34.0,3,1,2,True,10.04,5,1,5,2.89,60.61,0
134720,1,2,2.059,40.0,3,2,3,False,20.14,9,2,10,2.559,72.5,0
134721,1,4,3.744,3.57,0,2,2,False,13.67,2,2,4,3.933,60.38,2
134722,4,4,3.207,16.68,1,2,1,True,19.39,4,2,8,3.499,81.48,0
134723,1,2,2.776,10.51,3,1,3,True,11.84,3,2,5,2.929,70.44,2
134724,2,3,2.758,0.2,4,2,1,True,8.65,1,0,4,3.042,57.48,1
134725,0,4,2.72,3.97,0,2,1,True,13.7,1,2,7,3.129,61.64,1
134726,1,3,3.018,21.49,4,0,3,False,1.0,8,1,4,3.167,74.15,0
134727,4,2,3.811,4.4,1,1,2,True,9.53,4,1,7,3.766,76.84,1
134728,2,1,3.529,7.01,0,0,4,False,18.98,3,2,7,4.0,91.3,2
134729,1,2,2.547,0.54,3,2,2,False,15.3,1,1,2,2.745,84.94,1
134730,4,3,2.974,5.85,1,1,3,False,10.31,3,0,2,3.212,82.19,0
134731,0,3,2.699,8.71,0,2,3,True,3.69,2,2,2,3.011,49.41,0
134732,4,2,3.62,8.67,2,1,3,False,18.91,2,2,2,4.0,83.28,1
134733,1,2,3.035,16.04,0,1,2,True,13.0,6,2,9,3.082,72.88,0
134734,3,4,3.289,13.36,4,2,3,False,16.73,5,1,3,3.421,85.41,1
134735,1,2,3.027,8.47,3,1,2,True,14.61,2,2,1,2.956,82.48,2
134736,2,4,3.32,1.55,0,2,1,False,9.29,2,1,3,3.754,63.52,2
134737,4,1,3.217,4.72,0,0,3,False,8.32,4,1,9,3.402,86.91,1
134738,4,4,3.355,26.47,1,1,1,True,9.83,6,0,9,3.462,70.7,0
134739,1,4,3.121,2.77,4,2,5,False,11.48,4,0,2,3.206,82.0,1
134740,2,1,3.483,2.81,0,1,2,False,4.8,4,1,3,3.599,85.38,2
134741,2,2,3.272,1.76,4,0,3,False,6.29,1,1,7,3.723,100.0,1
134742,3,0,3.702,1.3,2,2,5,False,15.67,3,2,4,3.906,66.42,2
134743,2,4,3.875,6.3,2,2,2,False,18.91,2,1,5,3.978,85.95,1
134744,1,3,3.38,6.44,1,1,3,False,1.38,3,2,1,3.167,67.01,2
134745,1,4,2.142,1.6,3,2,5,False,16.39,2,2,7,2.32,70.53,1
134746,1,2,3.029,8.32,1,1,2,False,14.47,5,1,4,3.46,60.31,0
134747,2,2,3.621,4.54,0,1,1,False,11.21,5,1,4,4.0,77.68,2
134748,2,4,2.551,12.64,0,2,3,True,3.7,7,2,8,2.449,58.52,0
134749,3,2,3.767,5.31,4,1,2,False,6.18,3,0,7,3.862,73.08,1
134750,2,0,3.689,10.18,4,1,2,True,14.25,2,1,2,4.0,82.64,2
134751,1,4,3.731,13.58,0,1,3,True,8.45,6,2,9,3.745,48.66,2
134752,1,2,2.998,6.33,2,0,4,False,19.54,7,2,1,3.401,45.36,2
134753,4,3,3.362,39.72,1,2,3,True,3.67,8,2,10,3.688,53.83,0
134754,0,2,3.64,2.69,3,1,2,False,13.65,2,1,1,3.957,67.97,1
134755,1,2,2.293,4.39,0,1,3,True,10.97,3,0,2,2.588,57.72,1
134756,1,2,3.806,0.07,4,1,2,True,16.82,3,2,5,4.0,73.89,1
134757,0,2,3.421,24.12,0,2,3,True,5.55,7,2,10,3.506,62.87,0
134758,3,2,3.276,12.03,1,2,2,False,10.31,4,2,10,3.783,78.68,2
134759,2,4,3.477,1.17,0,1,2,True,8.63,2,1,4,3.524,87.83,0
134760,0,1,3.245,2.78,0,2,1,False,23.22,1,1,4,3.542,86.22,2
134761,4,2,3.431,3.92,2,2,4,False,8.08,4,1,3,3.518,76.71,1
134762,1,1,3.645,2.31,3,0,4,False,8.71,1,1,2,4.0,89.0,2
134763,4,4,3.76,8.38,2,1,1,False,10.34,4,0,4,3.976,68.82,2
134764,4,4,3.287,19.94,1,2,1,True,1.0,4,1,5,3.234,87.72,0
134765,4,1,3.255,14.61,4,2,1,True,17.27,4,0,1,3.619,85.0,1
134766,2,3,3.078,5.04,3,2,3,True,10.71,5,0,6,3.521,67.28,1
134767,4,2,3.082,4.21,1,1,1,True,13.53,4,1,5,3.033,55.98,2
134768,1,3,3.669,8.77,3,1,2,False,15.08,6,2,6,4.0,84.68,2
134769,2,4,3.529,1.95,0,2,3,True,6.15,2,0,2,3.56,69.11,1
134770,1,3,3.001,20.91,1,1,3,True,11.34,6,1,8,3.283,68.21,2
134771,4,0,2.891,1.88,1,2,2,False,11.51,3,0,4,3.156,77.0,1
134772,4,1,2.813,1.58,3,2,2,False,14.41,3,0,3,3.015,70.94,1
134773,2,2,1.973,10.38,0,1,3,True,15.85,4,1,4,2.154,59.98,2
134774,2,0,3.417,1.84,0,2,2,False,14.94,3,2,3,3.655,70.3,1
134775,4,3,3.811,9.4,1,0,3,True,7.35,4,2,9,4.0,100.0,0
134776,3,1,3.411,3.14,1,1,3,False,18.45,3,0,7,3.847,82.01,0
134777,4,3,3.244,3.74,4,1,3,True,13.42,3,0,3,3.478,64.09,1
134778,1,2,2.164,16.21,3,2,3,False,13.84,4,1,3,2.433,83.45,2
134779,4,1,3.485,7.88,3,2,4,False,13.02,5,0,5,3.642,70.28,0
134780,3,2,3.545,2.79,3,2,3,False,12.67,2,0,1,3.901,88.51,1
134781,2,3,3.661,1.05,0,1,3,True,15.55,4,1,7,3.984,80.18,2
134782,3,2,2.458,7.96,2,1,1,False,1.0,2,0,5,2.529,60.02,2
134783,2,3,3.185,13.15,0,1,3,False,12.28,4,1,4,3.497,84.62,2
134784,4,1,2.631,7.96,1,0,5,True,19.43,4,2,2,3.106,95.4,2
134785,1,4,3.267,12.43,2,1,1,True,5.85,3,1,3,3.167,79.04,2
134786,1,3,2.211,5.68,3,2,3,False,4.8,1,1,5,2.537,88.86,0
134787,4,0,3.048,18.97,3,2,3,True,12.47,5,0,7,3.025,80.39,0
134788,4,2,2.651,0.07,0,0,5,True,17.07,3,2,4,3.134,70.8,2
134789,0,4,2.321,1.95,3,0,3,True,10.01,1,1,6,2.798,95.77,2
134790,4,1,2.325,1.73,1,0,3,False,13.03,4,0,4,2.525,92.08,0
134791,2,4,3.175,30.39,4,1,3,False,9.74,7,1,4,3.363,62.2,0
134792,1,2,3.543,6.35,3,1,2,False,8.63,2,1,3,3.978,60.4,2
134793,1,1,3.298,12.23,1,2,3,False,12.8,5,1,4,3.444,71.12,2
134794,4,0,2.024,0.95,1,1,3,True,5.78,3,2,2,1.84,74.96,2
134795,1,2,2.325,5.75,3,2,3,False,9.03,1,1,5,2.525,54.95,2
134796,4,1,2.792,40.0,1,0,4,True,4.34,7,1,2,3.156,87.5,0
134797,4,4,2.621,0.33,4,0,3,False,9.54,2,1,4,3.056,89.13,1
134798,2,0,2.482,7.52,3,2,3,False,16.05,4,1,4,2.822,68.01,1
134799,3,1,2.492,6.93,4,1,3,False,15.78,3,1,7,2.753,95.3,0
134800,4,2,3.148,7.09,2,1,1,False,12.24,4,1,9,3.394,62.77,2
134801,4,4,2.868,9.93,1,0,3,False,15.97,6,0,5,3.092,100.0,1
134802,1,4,2.67,4.92,1,0,3,False,11.85,2,1,5,2.854,96.98,2
134803,2,3,3.617,5.08,0,2,3,False,1.24,2,0,6,3.876,91.27,2
134804,1,3,2.826,2.01,4,2,4,False,16.95,3,1,6,2.985,68.12,1
134805,3,3,3.317,0.25,4,1,1,False,13.65,1,1,1,3.655,62.45,2
134806,3,2,3.652,4.24,2,1,2,False,6.72,4,0,4,3.619,86.71,2
134807,2,3,3.628,2.04,0,2,3,False,11.04,2,1,7,3.719,73.48,2
134808,1,3,3.318,5.72,4,1,1,True,5.99,3,2,2,3.356,85.11,2
134809,3,4,3.044,10.67,0,1,2,False,15.52,2,1,1,3.443,72.53,2
134810,4,1,3.534,7.19,1,1,3,True,6.4,5,0,3,3.661,91.09,0
134811,2,2,3.445,8.94,0,2,4,True,10.18,1,2,4,3.775,66.59,2
134812,2,0,3.706,12.23,0,2,1,False,8.19,5,2,5,3.767,63.47,0
134813,4,0,2.168,0.09,1,0,4,True,3.53,3,1,4,2.588,91.27,2
134814,3,3,3.514,2.45,4,1,2,False,12.22,3,2,5,3.68,92.41,1
134815,1,4,2.766,2.01,2,0,3,True,21.42,1,1,4,3.119,70.31,0
134816,2,4,3.835,3.27,2,1,3,True,2.06,1,0,6,4.0,75.2,1
134817,0,2,3.28,4.9,0,2,3,False,6.03,3,2,5,3.443,63.32,2
134818,2,3,3.441,11.35,0,1,1,True,12.56,5,2,9,3.618,76.34,0
134819,3,0,2.365,12.9,4,1,3,True,22.07,5,2,6,2.438,70.61,0
134820,4,2,3.065,26.36,4,2,1,True,17.69,5,1,7,3.299,89.53,0
134821,4,3,3.298,10.87,1,0,4,True,18.58,1,1,6,3.818,100.0,2
134822,4,1,2.881,2.62,1,1,3,True,14.87,3,2,5,3.241,60.85,2
134823,1,0,2.742,3.0,4,1,2,False,17.07,3,1,5,2.787,56.76,1
134824,4,3,3.321,14.95,4,1,1,True,6.38,4,0,3,3.672,87.26,0
134825,4,2,2.737,2.3,1,1,2,True,16.53,4,0,4,2.735,60.09,2
134826,3,2,2.873,0.39,1,2,2,False,7.87,1,1,4,2.907,64.56,2
134827,3,0,3.94,1.43,2,2,2,False,17.7,1,1,4,4.0,100.0,1
134828,1,3,1.666,3.11,3,1,1,False,7.86,5,0,5,1.839,62.26,0
134829,3,4,3.69,1.53,4,1,2,False,14.02,4,1,4,3.815,56.46,1
134830,3,4,2.893,3.98,2,0,4,False,14.7,4,2,4,3.495,57.28,2
